title,created_at,user_name,html_url
Static build: Bundled curl in Tarantool http client does not accept a valid SSL certificate ,2020-12-10 11:46:16,Alexey Kuzin,https://github.com/tarantool/tarantool/issues/5615
Possibility min tuple size more than max tuple size,2020-11-09 17:52:02,Michael Filonenko,https://github.com/tarantool/tarantool/issues/5509
Too long instance bootstrap on a big cluster,2020-12-21 11:17:32,Dmitry Sharonov,https://github.com/tarantool/cartridge/issues/1197
Extend server details,2020-12-18 17:28:38,Dmitry Sharonov,https://github.com/tarantool/cartridge/issues/1196
Group operations,2020-12-18 17:25:49,Dmitry Sharonov,https://github.com/tarantool/cartridge/issues/1195
Applier fiber — ER_READONLY: Can't modify data because this instance is in read-only mode.,2020-12-26 11:10:07,Michael Filonenko,https://github.com/tarantool/cartridge/issues/1204
